City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,koryazhma,61.3143,47.1691,-0.05,86,76,2.79,RU,1699496573
364,sirte,31.2089,16.5887,21.68,65,100,1.29,LY,1699496573
365,erdenet,49.0333,104.0833,-14.74,69,2,1.61,MN,1699496574
366,tafuna,-14.3358,-170.72,27.04,77,100,2.13,AS,1699496574
367,mlimba,-8.8,35.8167,22.95,78,70,1.07,TZ,1699496575
368,horta,38.5333,-28.6333,19.45,97,100,5.36,PT,1699496575
369,rio gallegos,-51.6226,-69.2181,7.03,49,0,7.72,AR,1699496467
370,saint-pierre,-21.3393,55.4781,22.82,73,0,2.57,RE,1699496576
371,ajaccio,42.0,8.9167,9.03,81,0,4.63,FR,1699496423
372,kenora,49.8167,-94.4337,-0.46,100,100,7.2,CA,1699496449
373,makhambet,47.6667,51.5833,7.69,82,68,2.08,KZ,1699496578
374,hammerfest,70.6634,23.6821,-0.75,74,98,7.2,NO,1699496578
375,happy valley-goose bay,53.3168,-60.3315,-1.83,86,100,7.2,CA,1699496579
376,nkove,-7.95,30.85,23.4,74,85,1.85,TZ,1699496580
377,anton lizardo,19.05,-95.9833,25.68,84,9,4.21,MX,1699496581
378,freetown,8.484,-13.2299,25.67,87,78,2.82,SL,1699496582
379,quepos,9.4236,-84.1652,26.48,87,99,0.73,CR,1699496583
380,asikkala,61.2167,25.5,3.5,82,98,1.0,FI,1699496584
381,tottori,35.5,134.2333,23.04,43,20,3.09,JP,1699496584
382,thinadhoo,0.5333,72.9333,27.54,78,38,4.2,MV,1699496585
383,la ronge,55.1001,-105.2842,0.14,93,100,2.06,CA,1699496587
384,agadez,19.75,10.25,21.95,17,100,1.59,NE,1699496588
385,codrington,-38.2667,141.9667,19.25,55,65,4.58,AU,1699496588
386,accra,5.556,-0.1969,26.72,82,100,3.37,GH,1699496522
387,uliastay,47.7417,96.8444,-10.99,76,100,1.51,MN,1699496589
388,geraldton,-28.7667,114.6,23.23,56,100,7.2,AU,1699496590
389,pelabuhanratu,-6.9875,106.5514,28.99,71,18,2.0,ID,1699496591
390,hluti,-27.2167,31.6167,16.72,86,100,1.37,SZ,1699496592
391,petropavlovsk-kamchatsky,53.0452,158.6483,0.33,73,40,9.39,RU,1699496595
392,maintirano,-18.0667,44.0167,25.85,83,3,1.53,MG,1699496596
393,tanout,14.9709,8.8879,23.75,14,79,4.74,NE,1699496597
394,kailua-kona,19.6406,-155.9956,28.98,77,40,3.6,US,1699496598
395,fortuna,40.5982,-124.1573,10.92,88,0,2.06,US,1699496599
396,kalmunai,7.4167,81.8167,26.37,82,99,1.95,LK,1699496599
397,sur,22.5667,59.5289,25.49,70,0,0.47,OM,1699496600
398,odessa,46.4775,30.7326,10.5,77,74,6.31,UA,1699496601
399,bengkulu,-3.8004,102.2655,26.78,78,56,1.77,ID,1699496601
400,pinotepa nacional,16.3167,-98.0167,25.49,89,82,1.15,MX,1699496602
401,nizhnesortymskiy,62.4397,71.7603,-3.78,83,100,5.38,RU,1699496604
402,baise city,23.8997,106.6133,25.75,99,59,0.49,CN,1699496605
403,umm kaddadah,13.6017,26.6876,25.9,25,94,5.74,SD,1699496605
404,manokwari,-0.8667,134.0833,25.9,84,100,0.98,ID,1699496606
405,bairnsdale,-37.8333,147.6167,17.81,84,100,1.34,AU,1699496607
406,satsuma,30.8532,-88.0561,21.33,85,99,2.19,US,1699496607
407,marsh harbour,26.5412,-77.0636,25.16,72,19,6.31,BS,1699496608
408,dobryanka,58.4619,56.4165,2.13,97,100,1.71,RU,1699496609
409,tsarevo,42.1667,27.85,14.01,61,100,5.43,BG,1699496609
410,playa del ingles,27.7567,-15.5787,21.86,69,13,5.84,ES,1699496412
411,jaltenango de la paz,15.9167,-92.7167,17.9,93,86,1.26,MX,1699496612
412,malkinia gorna,52.6922,22.0284,6.61,93,23,3.96,PL,1699496614
413,rongelap,11.1635,166.8941,27.83,81,66,10.21,MH,1699496617
414,mount isa,-20.7333,139.5,35.87,30,54,6.69,AU,1699496618
415,toliara,-23.35,43.6667,24.06,84,100,1.67,MG,1699496619
416,urangan,-25.3,152.9,24.32,49,0,4.43,AU,1699496620
417,kamen'-na-obi,53.7884,81.3423,-10.41,96,36,1.6,RU,1699496620
418,tommot,58.9564,126.2925,-22.84,95,100,0.65,RU,1699496622
419,patterson,37.4716,-121.1297,17.1,60,0,1.82,US,1699496477
420,whitefish,48.4111,-114.3376,5.06,75,75,2.57,US,1699496623
421,conceicao da barra,-18.5933,-39.7322,22.47,70,0,2.9,BR,1699496623
422,kangding,30.0513,101.9603,10.49,59,100,0.36,CN,1699496624
423,anse la raye,13.9333,-61.0333,26.8,88,62,5.3,LC,1699496625
424,anna regina,7.2644,-58.5077,27.15,81,78,3.87,GY,1699496626
425,qaisumah,28.3112,46.1273,16.98,42,0,2.06,SA,1699496626
426,brookings,44.3114,-96.7984,4.54,68,0,4.63,US,1699496478
427,orono,44.8831,-68.672,1.18,64,0,6.69,US,1699496627
428,nagqu,31.5,92.0,-7.42,46,100,1.69,CN,1699496628
429,mana,5.6592,-53.7767,26.71,85,43,5.02,GF,1699496628
430,axim,4.8699,-2.2405,25.92,86,97,2.66,GH,1699496630
431,gaiman,-43.2897,-65.4929,10.95,64,0,5.46,AR,1699496633
432,nadym,65.5333,72.5167,-1.9,81,100,6.74,RU,1699496635
433,oranjemund,-28.55,16.4333,13.84,86,0,5.58,NA,1699496636
434,pinarbasi,38.7229,36.3931,9.19,55,100,1.72,TR,1699496636
435,teknaf,20.8624,92.3058,23.34,73,6,2.68,BD,1699496636
436,mgandu,-5.95,34.1333,18.51,61,29,3.68,TZ,1699496637
437,kawalu,-7.3817,108.2082,29.46,58,67,1.88,ID,1699496638
438,kapuskasing,49.4169,-82.4331,-2.95,86,100,4.63,CA,1699496638
439,mitsamiouli,-11.3847,43.2844,26.44,79,76,4.1,KM,1699496639
440,kasane,-17.8167,25.15,23.26,53,17,1.9,BW,1699496639
441,salinopolis,-0.6136,-47.3561,26.58,80,89,3.4,BR,1699496640
442,kanniyakumari,8.0833,77.5667,26.2,82,100,4.09,IN,1699496640
443,lospalos,-8.5186,127.0025,33.41,30,1,2.75,TL,1699496642
444,richards bay,-28.783,32.0377,18.84,80,100,0.93,ZA,1699496643
445,tuscaloosa,33.2098,-87.5692,21.16,70,0,2.57,US,1699496643
446,labrador city,52.9463,-66.9114,-9.05,79,75,7.2,CA,1699496645
447,shingu,33.7333,135.9833,20.24,78,100,1.81,JP,1699496646
448,greenville,35.6127,-77.3663,15.09,79,0,0.45,US,1699496583
449,iquitos,-3.7481,-73.2472,26.02,89,75,2.06,PE,1699496647
450,tralee,52.2704,-9.7026,8.09,76,91,9.75,IE,1699496648
451,ulsteinvik,62.3432,5.8487,7.4,67,100,1.79,NO,1699496649
452,selizharovo,56.8519,33.4487,5.38,91,100,1.27,RU,1699496649
453,kerikeri,-35.2268,173.9474,18.07,50,27,3.14,NZ,1699496650
454,bandar lampung,-5.4254,105.258,29.96,61,74,3.96,ID,1699496651
455,baruun-urt,46.6806,113.2792,-16.31,87,69,4.87,MN,1699496651
456,batticaloa,7.7102,81.6924,26.2,83,94,2.22,LK,1699496652
457,vilyuysk,63.7553,121.6247,-17.18,94,100,2.47,RU,1699496653
458,luganville,-15.5333,167.1667,26.18,72,100,5.4,VU,1699496653
459,kidal,18.4411,1.4078,24.63,14,26,1.99,ML,1699496654
460,woolgoolga,-30.1106,153.2007,25.02,68,96,6.4,AU,1699496654
461,brewer,44.7967,-68.7614,1.54,62,0,6.69,US,1699496655
462,pontevedra,42.431,-8.6444,12.3,92,100,1.26,ES,1699496656
463,tambopata,-12.7333,-69.1833,25.28,84,99,2.28,PE,1699496656
464,hasaki,35.7333,140.8333,19.22,53,32,2.42,JP,1699496657
465,greymouth,-42.4667,171.2,13.03,82,99,1.69,NZ,1699496658
466,tangalle,6.024,80.7911,25.62,85,100,1.05,LK,1699496658
467,dryden,49.7833,-92.7503,0.16,93,100,4.12,CA,1699496659
468,dagua,3.6569,-76.6886,25.28,98,100,1.22,CO,1699496660
469,san juan de los morros,9.9115,-67.3538,22.91,89,18,1.11,VE,1699496660
470,coahuayana de hidalgo,18.7,-103.6583,25.98,87,12,0.65,MX,1699496661
471,ola,59.5833,151.2833,-14.55,71,7,4.52,RU,1699496662
472,mungwi,-10.1732,31.3694,20.36,59,77,1.47,ZM,1699496662
473,pires do rio,-17.2997,-48.2794,23.52,45,11,1.86,BR,1699496663
474,coquimbo,-29.9533,-71.3436,15.85,82,0,2.57,CL,1699496665
475,kertih,4.5141,103.4483,30.01,74,20,1.03,MY,1699496666
476,kendari,-3.945,122.4989,32.26,50,16,2.31,ID,1699496666
477,bodo,67.28,14.405,3.02,70,100,7.2,NO,1699496667
478,kasulu,-4.5767,30.1025,18.19,91,100,1.26,TZ,1699496669
479,luanco,43.6152,-5.7934,13.34,84,82,8.02,ES,1699496670
480,lobujya,27.95,86.8167,-8.76,27,4,0.8,NP,1699496671
481,sassandra,4.95,-6.0833,24.41,92,100,2.0,CI,1699496672
482,tsetserleg,47.475,101.4542,-17.71,72,0,1.51,MN,1699496672
483,chepelare,41.7333,24.6833,2.66,92,27,1.69,BG,1699496673
484,ipira,-12.1583,-39.7372,21.47,82,4,3.28,BR,1699496673
485,sitka,57.0531,-135.33,10.94,71,100,10.29,US,1699496378
486,lazaro cardenas,17.9583,-102.2,26.98,81,14,2.3,MX,1699496674
487,el golaa,33.4849,9.0068,16.75,73,10,5.8,TN,1699496674
488,jiuquan,39.7432,98.5174,1.46,36,5,1.88,CN,1699496675
489,dagomys,43.6703,39.6689,12.97,44,87,3.85,RU,1699496675
490,lai chau,22.3997,103.4517,21.57,86,83,1.04,VN,1699496678
491,northam,51.0333,-4.2167,10.37,95,66,7.81,GB,1699496678
492,mata-utu,-13.2816,-176.1745,27.66,80,100,2.81,WF,1699496678
493,akrehamn,59.2667,5.1833,6.9,87,75,3.6,NO,1699496679
494,harlingen,26.1906,-97.6961,26.05,85,20,5.66,US,1699496591
495,pangkalanbuun,-2.6833,111.6167,30.41,63,100,1.33,ID,1699496680
496,midvagur,62.0511,-7.1939,7.46,76,75,6.69,FO,1699496681
497,mugia,43.1041,-9.2179,13.84,74,62,7.82,ES,1699496681
498,el grullo,19.8,-104.2167,22.53,94,43,1.72,MX,1699496682
499,dongola,19.1667,30.4833,25.1,49,16,3.0,SD,1699496682
500,prado,-17.3411,-39.2208,22.15,74,0,2.85,BR,1699496683
501,norderney,53.7,7.15,10.01,94,100,10.15,DE,1699496683
502,griffith,41.5284,-87.4237,13.45,89,100,5.14,US,1699496685
503,mesquite,32.7668,-96.5992,25.25,77,0,3.6,US,1699496685
504,port-vila,-17.7338,168.3219,26.78,69,75,6.69,VU,1699496685
505,moree,-29.4667,149.85,28.57,38,16,6.38,AU,1699496687
506,ghadamis,30.1337,9.5007,20.28,57,50,5.08,LY,1699496687
507,arraial do cabo,-22.9661,-42.0278,22.92,73,0,9.26,BR,1699496688
508,howrah,22.5892,88.3103,23.0,83,3,0.0,IN,1699496688
509,kizel,59.0471,57.6477,2.91,100,100,1.64,RU,1699496689
510,al hasakah,36.5024,40.7477,17.81,39,3,1.14,SY,1699496689
511,songkhla,6.8333,100.6667,30.47,76,100,0.85,TH,1699496690
512,federal,-30.9547,-58.7833,20.18,73,91,6.31,AR,1699496690
513,sarykemer,43.0,71.5,10.71,64,100,4.18,KZ,1699496690
514,battagram,34.6772,73.0233,13.83,46,96,1.97,PK,1699496691
515,gangakher,18.95,76.75,23.26,75,100,2.56,IN,1699496691
516,giyani,-23.3025,30.7187,17.27,81,0,1.07,ZA,1699496692
517,ejutla de crespo,16.5667,-96.7333,21.53,82,28,1.14,MX,1699496692
518,gunnedah,-30.9833,150.25,30.01,30,14,6.51,AU,1699496693
519,chissamba,-12.1667,17.3333,17.02,97,100,2.14,AO,1699496694
520,bijar,35.8668,47.6051,6.57,58,0,1.38,IR,1699496695
521,watertown,42.3709,-71.1828,3.84,58,0,3.09,US,1699496696
522,kone,-21.0595,164.8658,25.07,54,83,4.19,NC,1699496697
523,sirjan,29.452,55.6814,11.29,43,0,0.85,IR,1699496697
524,sos'va,59.1766,61.8558,1.7,90,100,2.68,RU,1699496698
525,franklin,39.9667,-83.0166,19.45,75,0,2.06,US,1699496699
526,swakopmund,-22.6833,14.5333,13.47,88,10,0.89,NA,1699496699
527,lompoc,34.6391,-120.4579,17.02,70,0,8.49,US,1699496700
528,augusto correa,-1.0217,-46.635,25.83,83,100,1.89,BR,1699496701
529,narasannapeta,18.4167,84.05,23.07,59,14,2.37,IN,1699496701
530,flying fish cove,-10.4217,105.6791,27.82,83,100,4.12,CX,1699496705
531,khorinsk,52.1657,109.7726,-8.89,70,82,2.39,RU,1699496706
532,abatskoye,56.2875,70.4555,0.98,69,4,3.59,RU,1699496663
533,akureyri,65.6835,-18.0878,3.96,75,100,5.66,IS,1699496707
534,el granada,37.5027,-122.4694,16.88,60,0,6.17,US,1699496707
535,san sebastian de la gomera,28.0916,-17.1133,22.2,60,0,4.63,ES,1699496708
536,ampanihy,-24.7,44.75,23.31,72,100,2.04,MG,1699496709
537,libenge,3.65,18.6333,22.61,94,100,1.05,CD,1699496710
538,stornoway,58.2093,-6.3865,7.98,88,20,6.69,GB,1699496710
539,gunjur,13.2019,-16.7339,22.04,88,0,2.06,GM,1699496711
540,den burg,53.0542,4.7972,10.0,99,75,2.06,NL,1699496712
541,queenstown,-31.8976,26.8753,13.2,83,90,1.15,ZA,1699496714
542,klyuchi,52.2667,79.1667,-0.13,54,19,3.61,RU,1699496716
543,teyateyaneng,-29.1472,27.7489,14.18,50,63,1.12,LS,1699496717
544,hilo,19.7297,-155.09,26.85,79,100,4.12,US,1699496644
545,sungai penuh,-2.0833,101.3833,23.51,78,41,0.59,ID,1699496718
546,yantarnyy,54.8717,19.9381,7.92,77,90,8.93,RU,1699496719
547,saudarkrokur,65.7461,-19.6394,0.25,88,14,2.17,IS,1699496719
548,springs,-26.25,28.4,14.12,93,0,3.8,ZA,1699496720
549,mirny,62.5353,113.9611,-17.09,77,71,3.13,RU,1699496721
550,ulaangom,49.9811,92.0667,-6.25,93,100,3.17,MN,1699496721
551,kvissleby,62.2936,17.375,0.91,89,100,1.42,SE,1699496722
